CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_835024653	2	5000.0	0	1	1	Other,seeexplanation
Application_466597591	0	0.0	1016	10	1	Motorcycle
Application_150503991	2	50000.0	0	4	1	Homeimprovement
Application_373875255	2	5000.0	0	1	1	Car
Application_1998100072	0	10000.0	962	103	1	Existingloantakeover
Application_1774613964	2	8500.0	0	1	1	Car
Application_203678331	2	16000.0	0	1	1	Car
Application_1634751250	2	9000.0	0	3388	4	Existingloantakeover
Application_1079589	1	8000.0	0	9	1	Homeimprovement
Application_1585601222	2	35000.0	0	4	1	Homeimprovement
Application_1309710626	0	10000.0	718	3389	2	Existingloantakeover
Application_1142291922	2	11000.0	0	1	1	Caravan/Camper
Application_799850065	0	0.0	1127	10	1	Homeimprovement
Application_1733106091	0	5500.0	725	171	2	Other,seeexplanation
Application_1934171280	0	15000.0	807	80	1	Homeimprovement
Application_1487539906	2	0.0	0	3390	3	Unknown
Application_1489786126	1	5000.0	0	44	1	Homeimprovement
Application_1630717104	0	7500.0	950	17	1	Homeimprovement
Application_345753341	2	11000.0	0	62	1	Existingloantakeover
Application_173122257	2	50000.0	0	7	1	Homeimprovement
Application_1274866621	2	25000.0	0	1	1	Car
Application_536009009	0	17500.0	787	256	1	Car
Application_1151598575	0	0.0	950	216	1	Unknown
Application_1332066828	2	17000.0	0	4	1	Other,seeexplanation
Application_580014021	0	25000.0	974	3	1	Homeimprovement
Application_904306212	0	19000.0	877	3	1	Existingloantakeover
Application_403304705	0	8500.0	980	698	2	Homeimprovement
Application_2069545303	0	15000.0	995	56	2	Unknown
Application_1778799137	1	21000.0	0	626	1	Existingloantakeover
Application_139141595	0	25000.0	852	11	1	Homeimprovement
Application_492258182	2	5000.0	0	1	1	Homeimprovement
Application_577888910	0	40000.0	1023	128	1	Remainingdebthome
Application_496050212	0	10000.0	929	23	1	Homeimprovement
Application_137438189	0	0.0	944	3391	4	Unknown
Application_495428388	2	55000.0	0	4	1	Car
Application_853712921	0	25000.0	0	5	1	Homeimprovement
Application_1364469216	1	10000.0	0	100	1	Homeimprovement
Application_1276203911	0	12500.0	736	15	1	Existingloantakeover
Application_937270089	1	52500.0	0	24	1	Caravan/Camper
Application_1944447595	0	35000.0	891	6	1	Existingloantakeover
Application_1722936368	0	31500.0	851	803	2	Remainingdebthome
Application_1069511528	2	0.0	0	4	1	Existingloantakeover
Application_1273931422	2	27500.0	0	13	1	Car
Application_1104839673	0	0.0	841	3392	2	Other,seeexplanation
Application_492292182	0	5800.0	0	333	2	Existingloantakeover
Application_416188880	0	17000.0	811	52	1	Other,seeexplanation
Application_1980887074	0	19000.0	785	21	1	Homeimprovement
Application_1294558199	2	25000.0	0	1	1	Homeimprovement
Application_1602891050	2	5000.0	0	7	1	Motorcycle
Application_867400149	0	27500.0	863	83	2	Existingloantakeover
Application_1056831748	0	36000.0	732	95	1	Homeimprovement
Application_206790509	0	5300.0	844	3393	3	Existingloantakeover
Application_994315361	1	5000.0	0	89	1	Car
Application_1424659757	0	0.0	771	316	2	Existingloantakeover
Application_2018809027	2	10000.0	0	16	1	Car
Application_1096460123	0	55000.0	844	128	1	Existingloantakeover
Application_1639814791	0	25000.0	816	15	1	Homeimprovement
Application_109718783	2	25000.0	0	1	1	Homeimprovement
Application_1281070255	2	10000.0	0	27	2	Existingloantakeover
Application_633655173	2	8000.0	0	7	1	Homeimprovement
Application_848421176	0	75000.0	915	8	1	Homeimprovement
Application_440813334	0	5000.0	715	15	1	Other,seeexplanation
Application_418738843	0	0.0	635	3394	3	Unknown
Application_1978331738	0	20000.0	890	58	2	Other,seeexplanation
Application_1303460272	0	0.0	904	95	1	Unknown
Application_1558264214	0	15000.0	624	17	1	Car
Application_2016510614	0	0.0	725	638	2	Existingloantakeover
Application_1291464093	0	60000.0	971	131	1	Other,seeexplanation
Application_575764720	0	0.0	856	420	2	Car
Application_1207519267	2	7500.0	0	30	1	Car
Application_498556066	0	25000.0	809	3395	1	Homeimprovement
Application_1411809915	2	18000.0	0	16	1	Car
Application_1803710713	0	15500.0	992	480	2	Notspeficied
Application_1930612093	0	17000.0	778	35	1	Car
Application_1193407725	2	30000.0	0	7	1	Homeimprovement
Application_413991815	0	45000.0	1025	11	1	Homeimprovement
Application_2004968371	0	5000.0	1089	6	1	Car
Application_159448414	2	15000.0	0	1	1	Existingloantakeover
Application_199304010	2	8000.0	0	364	2	Car
Application_584717195	1	15000.0	0	46	1	Existingloantakeover
Application_229012140	0	10000.0	963	512	2	Homeimprovement
Application_200417599	0	15000.0	710	3396	2	Car
Application_844863430	0	40000.0	977	2	1	Remainingdebthome
Application_1352726942	2	16000.0	0	1	1	Existingloantakeover
Application_1670398352	0	10000.0	994	29	1	Car
Application_346568508	2	8500.0	0	30	1	Car
Application_776477117	0	15600.0	864	2	1	Car
Application_1286125502	0	10000.0	835	2	1	Existingloantakeover
Application_1027859705	2	21000.0	0	19	2	Car
Application_1688232773	0	25000.0	890	299	1	Existingloantakeover
Application_1857366417	2	12500.0	0	257	2	Homeimprovement
Application_1031465496	0	25000.0	960	49	2	Homeimprovement
Application_1416635588	0	12000.0	996	3	1	Car
Application_2014671768	2	6000.0	0	1	1	Existingloantakeover
Application_685452919	0	17500.0	831	28	2	Car
Application_306086229	2	20000.0	0	1	1	Car
Application_397038537	1	5000.0	0	9	1	Car
Application_1750932659	0	15000.0	780	25	1	Existingloantakeover
Application_1473464035	0	70000.0	970	3397	2	Homeimprovement
Application_1666420643	0	10000.0	909	75	1	Car
Application_2095793548	0	7000.0	709	11	1	Existingloantakeover
Application_448783031	0	25000.0	0	5	1	Car
Application_1331809820	0	70000.0	816	3398	3	Existingloantakeover
Application_1698334648	2	25000.0	0	1	1	Existingloantakeover
Application_1505236670	0	6750.0	1001	5	1	Car
Application_1706866981	0	50000.0	0	333	2	Unknown
Application_301727231	0	25000.0	933	95	1	Car
Application_2124127933	0	35000.0	850	50	1	Car
Application_1863192115	0	0.0	0	5	1	Car
Application_1194664458	0	15000.0	0	5	1	Car
Application_1375807341	0	0.0	0	5	1	Other,seeexplanation
Application_2133818678	0	25000.0	959	11	1	Homeimprovement
Application_1343499545	0	0.0	1009	10	1	Homeimprovement
Application_146114459	2	5000.0	0	4	1	Homeimprovement
Application_422637212	0	18000.0	831	22	1	Homeimprovement
Application_1234365113	0	8000.0	858	672	4	Car
Application_1668457930	0	15000.0	879	26	1	Car
Application_877522071	0	27000.0	983	50	1	Existingloantakeover
Application_1920432865	2	6000.0	0	87	2	Existingloantakeover
Application_198284297	2	15000.0	0	16	1	Existingloantakeover
Application_500790886	0	0.0	956	10	1	Homeimprovement
Application_875614911	2	32000.0	0	4	1	Existingloantakeover
Application_768742802	0	5000.0	820	26	1	Homeimprovement
Application_1270826821	0	0.0	927	972	1	Unknown
Application_357880380	2	16800.0	0	4	1	Existingloantakeover
Application_151961393	0	5000.0	823	23	1	Car
Application_1523986735	1	15000.0	0	20	1	Existingloantakeover
Application_1991464898	0	12700.0	931	21	1	Homeimprovement
Application_1953838407	0	5000.0	989	10	1	Other,seeexplanation
Application_1225769256	1	12500.0	0	46	1	Existingloantakeover
Application_1089290640	0	26000.0	843	11	1	Existingloantakeover
Application_734009956	0	25000.0	904	8	1	Car
Application_1225025970	1	23000.0	0	38	1	Other,seeexplanation
Application_427316676	2	40000.0	0	123	2	Other,seeexplanation
Application_1549000634	2	40000.0	0	33	2	Existingloantakeover
Application_1995644843	1	25000.0	0	46	1	Homeimprovement
Application_1672037226	1	15000.0	0	277	1	Homeimprovement
Application_312224974	1	25000.0	0	99	2	Existingloantakeover
Application_12315854	0	13000.0	692	184	2	Homeimprovement
Application_1651532326	0	0.0	920	10	1	Unknown
Application_768687683	2	50000.0	0	305	1	Other,seeexplanation
Application_1425820279	0	20000.0	846	3399	3	Existingloantakeover
Application_1799331916	0	5000.0	1061	32	1	Car
Application_348990686	2	26750.0	0	7	1	Existingloantakeover
Application_496532501	0	25000.0	808	39	1	Homeimprovement
Application_1063026978	0	5000.0	978	3	1	Extraspendinglimit
Application_84195997	0	7500.0	977	50	1	Car
Application_1417653464	2	21500.0	0	14	2	Car
Application_1775767690	2	5000.0	0	16	1	Other,seeexplanation
Application_1213009008	0	15000.0	998	53	2	Car
Application_497474417	0	30000.0	0	134	1	Unknown
Application_2139692519	0	15000.0	887	29	1	Existingloantakeover
Application_1836370033	0	5000.0	961	236	1	Existingloantakeover
Application_1052164642	0	13000.0	922	10	1	Car
Application_11454632	2	12000.0	0	1	1	Notspeficied
Application_1735095439	0	15000.0	957	50	1	Homeimprovement
Application_1093861933	0	30000.0	0	5	1	Homeimprovement
Application_1941614665	2	0.0	0	4	1	Unknown
Application_79681847	2	6500.0	0	63	1	Taxpayments
Application_1413720992	0	30000.0	947	11	1	Other,seeexplanation
Application_1760797021	0	0.0	770	10	1	Unknown
Application_1846291324	2	50000.0	0	16	1	Existingloantakeover
Application_5901167	0	5000.0	964	26	1	Existingloantakeover
Application_270571049	0	5000.0	912	3400	2	Car
Application_1944896918	2	40000.0	0	33	2	Unknown
Application_1632505002	2	21000.0	0	19	2	Car
Application_200942443	0	34000.0	851	3401	2	Homeimprovement
Application_1194573334	2	19000.0	0	142	1	Car
Application_1485367187	0	7000.0	885	6	1	Car
Application_1708591985	0	5000.0	890	50	1	Other,seeexplanation
Application_276603327	2	16500.0	0	593	2	Car
Application_1038660996	2	70000.0	0	142	1	Existingloantakeover
Application_1223092363	0	10000.0	758	10	1	Existingloantakeover
Application_1529928107	0	15000.0	765	137	2	Homeimprovement
Application_2116628095	0	12000.0	1048	26	1	Homeimprovement
Application_1691065242	1	5000.0	0	44	1	Other,seeexplanation
Application_639466397	2	10000.0	0	350	1	Homeimprovement
Application_2122822719	2	10000.0	0	16	1	Car
Application_1607821509	1	10000.0	0	44	1	Homeimprovement
Application_1867138516	2	21000.0	0	16	1	Existingloantakeover
Application_1509336603	0	20000.0	926	26	1	Car
Application_1218332981	0	15000.0	811	3402	1	Existingloantakeover
Application_1201250492	0	16000.0	959	29	1	Other,seeexplanation
Application_1559533192	0	5000.0	917	6	1	Other,seeexplanation
Application_656903784	0	25000.0	846	5	1	Car
Application_1107513596	2	10000.0	0	16	1	Homeimprovement
Application_417539169	0	25000.0	0	5	1	Homeimprovement
Application_2046377218	1	20000.0	0	89	1	Existingloantakeover
Application_1486220145	1	7500.0	0	89	1	Car
Application_842022801	0	6000.0	1108	11	1	Homeimprovement
Application_1680183215	0	15000.0	977	49	2	Homeimprovement
Application_2038146278	0	27500.0	794	39	1	Car
Application_380770908	2	7500.0	0	3403	1	Car
Application_1282746821	0	20000.0	798	15	1	Homeimprovement
Application_1710523057	0	5000.0	984	3	1	Car
Application_945696184	0	5000.0	719	3404	2	Car
Application_647413273	2	20000.0	0	14	2	Car
Application_1877362067	0	7500.0	940	232	2	Car
Application_977273044	0	19000.0	880	6	1	Car
Application_1771690507	2	12500.0	0	1	1	Other,seeexplanation
Application_1034775753	0	5500.0	669	25	1	Car
Application_1156380786	0	60000.0	895	15	1	Existingloantakeover
Application_2056174200	0	18500.0	955	171	2	Existingloantakeover
Application_1288727835	2	15000.0	0	1	1	Homeimprovement
Application_2036474370	0	37500.0	917	341	2	Homeimprovement
Application_1538042026	0	14500.0	723	51	2	Unknown
Application_394037983	2	29000.0	0	4	1	Car
Application_339123229	2	50000.0	0	74	1	Other,seeexplanation
Application_1476487383	0	5000.0	1023	3	1	Notspeficied
Application_1221269355	0	8000.0	970	22	1	Car
Application_858789639	2	13000.0	0	86	1	Remainingdebthome
Application_2114671174	0	25000.0	902	209	3	Homeimprovement
Application_1752144011	2	5000.0	0	1	1	Extraspendinglimit
Application_625101684	0	10000.0	1121	21	1	Existingloantakeover
Application_449256078	1	5000.0	0	18	1	Other,seeexplanation
Application_949156991	0	60000.0	977	127	1	Existingloantakeover
Application_112299550	1	5000.0	0	3405	1	Car
Application_519478762	1	10000.0	0	429	1	Other,seeexplanation
Application_894204901	0	0.0	850	679	2	Unknown
Application_327297232	0	55000.0	856	10	1	Other,seeexplanation
Application_134173506	2	8000.0	0	7	1	Car
Application_697031349	0	20000.0	0	5	1	Homeimprovement
Application_1324680297	0	43500.0	832	61	2	Homeimprovement
Application_590215732	1	25000.0	0	186	2	Homeimprovement
Application_804644820	0	0.0	0	5	1	Car
Application_8404955	0	16000.0	0	39	1	Car
Application_2086545012	0	15000.0	883	409	1	Homeimprovement
Application_1951442644	0	0.0	0	12	1	Unknown
Application_1521189869	0	6000.0	812	103	1	Other,seeexplanation
Application_1267533811	0	0.0	857	10	1	Unknown
Application_1140019355	1	25000.0	0	46	1	Car
Application_2071863649	2	19200.0	0	4	1	Existingloantakeover
Application_368529383	0	5000.0	1062	29	1	Homeimprovement
Application_1304842887	2	50000.0	0	14	2	Homeimprovement
Application_455972560	2	27000.0	0	1	1	Homeimprovement
Application_2116062822	2	12000.0	0	4	1	Existingloantakeover
Application_1732251203	0	35000.0	968	26	1	Homeimprovement
Application_942579594	2	15000.0	0	1	1	Car
Application_375142001	0	0.0	0	5	1	Unknown
Application_58375214	2	0.0	0	4	1	Remainingdebthome
Application_308066254	0	6000.0	933	6	1	Homeimprovement
Application_1174968511	2	6000.0	0	1	1	Car
Application_699052493	0	19000.0	712	5	1	Existingloantakeover
Application_131244628	0	30000.0	1090	69	2	Homeimprovement
Application_1331492368	0	30000.0	879	975	2	Homeimprovement
Application_589186855	2	10000.0	0	14	2	Homeimprovement
Application_795733035	0	7000.0	745	3406	3	Car
Application_123834627	0	10000.0	1031	17	1	Other,seeexplanation
Application_951361217	0	15000.0	1006	25	1	Homeimprovement
Application_1248532589	1	35000.0	0	20	1	Existingloantakeover
Application_19269284	2	15000.0	0	13	1	Taxpayments
Application_346988751	0	30000.0	906	3407	4	Homeimprovement
Application_2073034588	0	0.0	0	295	2	Homeimprovement
Application_2091517201	0	15000.0	0	5	1	Homeimprovement
Application_1775620157	0	70000.0	0	5	1	Car
Application_998666405	2	45000.0	0	7	1	Notspeficied
Application_1756698619	0	5000.0	1069	32	1	Car
Application_1273835556	2	60000.0	0	3408	2	Homeimprovement
Application_2086754710	2	18000.0	0	1	1	Remainingdebthome
Application_1771092914	2	9000.0	0	14	2	Car
Application_2081457336	0	17500.0	1004	6	1	Existingloantakeover
Application_380969432	2	25000.0	0	4	1	Existingloantakeover
Application_48361308	2	12000.0	0	1	1	Car
Application_317789291	1	8100.0	0	3409	1	Existingloantakeover
Application_2121050611	2	0.0	0	13	1	Unknown
Application_1039200421	0	15000.0	827	157	2	Existingloantakeover
Application_1472653306	0	35000.0	1022	80	1	Homeimprovement
Application_1123655418	0	8000.0	736	3410	7	Car
Application_823830081	0	40000.0	854	2	1	Existingloantakeover
Application_1321952381	0	25000.0	982	83	2	Car
Application_2121891434	0	0.0	1046	11	1	Unknown
Application_140463362	0	10000.0	0	3411	2	Car
Application_1265044597	2	15000.0	0	16	1	Car
Application_1437966300	0	25000.0	930	237	1	Homeimprovement
Application_616416650	2	15000.0	0	1	1	Existingloantakeover
Application_354974392	0	31000.0	848	3412	2	Remainingdebthome
Application_738335164	2	25000.0	0	93	2	Notspeficied
Application_1200105859	2	17000.0	0	60	3	Existingloantakeover
Application_116887817	2	20000.0	0	1	1	Homeimprovement
Application_2029271670	1	10000.0	0	102	1	Homeimprovement
Application_596574084	0	20000.0	841	6	1	Car
Application_586969154	0	9000.0	926	29	1	Existingloantakeover
Application_2031841757	0	25000.0	907	15	1	Homeimprovement
Application_2047886665	1	37000.0	0	352	1	Existingloantakeover
Application_246097895	0	10000.0	791	996	2	Homeimprovement
Application_1768409536	2	25000.0	0	1	1	Homeimprovement
Application_1140214785	0	10000.0	1067	2	1	Homeimprovement
Application_1452620578	0	15000.0	1030	26	1	Car
Application_1316556140	0	5000.0	1011	6	1	Existingloantakeover
Application_558507947	2	5000.0	0	1	1	Car
Application_377692746	2	10000.0	0	14	2	Car
Application_664337168	2	10000.0	0	451	3	Car
Application_1157455039	1	7000.0	0	178	1	Homeimprovement
Application_892427793	2	21000.0	0	1	1	Boat
Application_1524859554	2	75000.0	0	1	1	Notspeficied
Application_441988653	0	10000.0	956	6	1	Homeimprovement
Application_70606235	2	12500.0	0	1	1	Car
Application_2051974818	0	25000.0	818	15	1	Homeimprovement
Application_88952849	2	9500.0	0	13	1	Car
Application_1121095468	0	5000.0	1029	6	1	Car
Application_1487829407	0	30000.0	919	6	1	Homeimprovement
Application_2091145908	0	5000.0	684	147	2	Car
Application_527482957	2	5000.0	0	16	1	Taxpayments
Application_1781633903	0	0.0	1080	10	1	Unknown
Application_1600471037	1	25000.0	0	690	2	Car
Application_2111959979	0	11000.0	887	80	1	Car
Application_1959538261	0	10000.0	0	5	1	Car
Application_54902350	0	14000.0	859	15	1	Homeimprovement
Application_707770540	0	25000.0	861	5	1	Homeimprovement
Application_793997351	2	30000.0	0	187	3	Homeimprovement
Application_528558455	2	15000.0	0	3413	2	Taxpayments
Application_576386053	0	0.0	1006	10	1	Unknown
Application_1254474288	0	15000.0	970	6	1	Existingloantakeover
Application_306812685	1	12000.0	0	24	1	Homeimprovement
Application_1601194488	2	5000.0	0	1	1	Homeimprovement
Application_166936167	0	16000.0	947	8	1	Other,seeexplanation
Application_981954059	2	20000.0	0	4	1	Car
Application_1837286038	2	34500.0	0	4	1	Existingloantakeover
Application_1479317863	2	6500.0	0	16	1	Car
